transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,type
IRJK718V3Y97OD,4575486841940,online,Zalindra Rahmawati,M,1987,JAK.25,Kp. Rambutan - Kalisari,0.0,B03557P,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576,23,2023-04-18 05:24:09,B00423P,Gg. Bidan Baru,-6.327013,106.85027,29.0,2023-04-18 06:10:49,0.0,Jaklingo
SGDM449O5T82NI,4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,0.0,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671,11,2023-04-18 06:41:21,P00297,BNN LRT,-6.245863,106.871143,13.0,2023-04-18 07:04:38,3500.0,Non-BRT
IICG044P0B24NS,4015639837568333411,brizzi,Karimah Salahudin,F,1992,13,Ciledug - Tendean,1.0,P00259,Tirtayasa,-6.239207,106.80777,2,2023-04-18 05:53:14,P00043,Cipulir,-6.237818,106.76541,8.0,2023-04-18 06:38:43,3500.0,BRT
IRJC380M1X93QY,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00261,Tosari,-6.196892,106.82309,2,2023-04-18 05:54:30,P00085,Jati Padang,-6.285431,106.82626,12.0,2023-04-18 06:23:25,3500.0,Non-BRT
EOFI926Q8T42CC,3535601073732219,dki,R. Unggul Halimah,F,1986,JAK.64,Lenteng Agung - Aseli,1.0,B03899P,Sbr. Kec. Jagakarsa,-6.334583,106.8216,19,2023-04-18 06:40:53,B00868P,Jln. Aselih,-6.347277,106.79695,37.0,2023-04-18 07:21:03,0.0,Jaklingo
POMH501V4S37PZ,4371940047525876160,brizzi,Zelda Laksita,M,2009,JAK.30,Grogol - Meruya via Roxy,1.0,B04576P,Sbr. Univ. Mercu Buana,-6.210273,106.73786,11,2023-04-18 06:19:46,B05009P,Simpang Meruya Ilir 1,-6.196682,106.75517,28.0,2023-04-18 07:00:18,0.0,Jaklingo
RAAC518V7Y24AR,2594772896759927,dki,R.A. Rahmi Firmansyah,M,1984,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05993P,Polsek Pademangan,-6.12944,106.84317,14,2023-04-18 05:40:57,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-18 06:03:25,0.0,Jaklingo
OFXB742Y7B56AP,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,0.0,P00015,Bidara Cina,-6.229724,106.86721,9,2023-04-18 06:16:50,P00297,BNN LRT,-6.245863,106.871143,12.0,2023-04-18 06:56:24,3500.0,Non-BRT
GYVP806N4B60UF,3531178674835422,dki,"R. Sadina Sinaga, S.Psi",F,1992,JAK.16,Cililitan - Condet,0.0,B06791P,SDN 11 Batu Ampar,-6.284068,106.85835,16,2023-04-18 06:19:22,B02495P,Munggang 1,-6.276272,106.85299,25.0,2023-04-18 07:17:50,0.0,Jaklingo
OBKC547G3W48GP,6580235224672813,dki,Sadina Lailasari,F,1987,3,Kalideres - Bundaran HI via Veteran,0.0,P00081,Indosiar,-6.163376,106.77514,8,2023-04-18 05:43:57,P00087,Jelambar,-6.166548,106.78651,9.0,2023-04-18 06:24:43,3500.0,BRT
ZDJP505B9Z37XR,676170059098,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,1.0,P00091,Jembatan Gantung,-6.155513,106.74946,8,2023-04-18 06:56:15,P00201,Rawa Buaya,-6.153908,106.72619,11.0,2023-04-18 07:29:58,3500.0,BRT
WVRO565H5S17QU,4106531301179023,dki,Jaya Narpati,M,2005,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B02767P,Pertigaan Cedang 1,-6.301603,106.9125,24,2023-04-18 06:36:20,B02775P,Pertigaan H. Sadjim 3,-6.305788,106.91087,35.0,2023-04-18 07:04:15,0.0,Jaklingo
QYBT741H3I22UX,4281653494791,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,B00048P,Aneka PIK Penggilingan,-6.202636,106.92867,16,2023-04-18 06:00:53,B05823P,United Tractors 1,-6.18326,106.93243,28.0,2023-04-18 06:35:48,3500.0,Non-BRT
WXRI993O4T09KC,4150186692389,online,Lili Suryatmi,M,1968,JAK.85,Bintara - Cipinang Indah,1.0,B05634P,Taman Pangkalan Jati Kalimalang,-6.24599,106.9053,4,2023-04-18 06:53:11,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,13.0,2023-04-18 07:32:25,0.0,Jaklingo
LNUY488S0H52PE,3537344445143314,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,1.0,P00164,Pejaten,-6.278404,106.82972,4,2023-04-18 05:25:57,P00024,Buncit Indah,-6.274333,106.83029,5.0,2023-04-18 06:08:39,3500.0,BRT
OWMI512Z4S13OI,2245958200404051,dki,Tgk. Hamzah Hutagalung,M,1986,3C,Rusun Kapuk Muara - Penjaringan,0.0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-18 06:50:39,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-18 07:48:46,0.0,Non-BRT
AHKE140T6Q35NP,630465586752,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B05739P,The Wave,-6.214587,106.83642,7,2023-04-18 05:52:46,B03396P,Kota Kasablanka,-6.224688,106.84246,11.0,2023-04-18 06:43:20,3500.0,Non-BRT
ACVZ942S7B93MM,4543133446525763,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,0.0,P00138,Museum Fatahillah,-6.13393,106.81209,18,2023-04-18 06:00:10,P00013,Kota,-6.13679,106.8149,19.0,2023-04-18 06:42:02,3500.0,Non-BRT
CUDC523F4A86GT,4868766606269426510,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B01625P,Jln. Swakarsa IV Pondok Kelapa,-6.243335,106.94262,36,2023-04-18 06:15:34,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-18 06:43:06,0.0,Jaklingo
BGZR944I8D17DP,6589314352421169,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,1.0,P00297,BNN LRT,-6.245863,106.871143,15,2023-04-18 05:03:38,P00033,Cawang UKI,-6.250309,106.8736,17.0,2023-04-18 05:45:58,3500.0,Non-BRT
UQPW369B7D80WX,4498767637558201,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,0.0,P00074,Grogol 1,-6.166824,106.78971,6,2023-04-18 05:37:01,P00088,Jembatan Baru,-6.154831,106.73038,12.0,2023-04-18 06:25:45,3500.0,BRT
ZTUM234R0L20XH,4860968417507585403,brizzi,Intan Usada,M,1992,JAK.26,Rawamangun - Duren Sawit,1.0,B05850P,Velodrome 1,-6.193624,106.88875,3,2023-04-18 05:11:25,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,46.0,2023-04-18 05:38:46,0.0,Jaklingo
MQXL967F6B22VN,4907208153127941689,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,1.0,B00226P,Buperta Cibubur,-6.370321,106.89628,1,2023-04-18 06:12:44,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,2023-04-18 06:56:02,3500.0,Non-BRT
NCFH720X4T39QH,2296212953530805,dki,"Gamanto Maheswara, S.H.",F,1974,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B00354P,Flyover Jatinegara 1,-6.215301,106.87356,36,2023-04-18 06:09:24,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,38.0,2023-04-18 06:37:22,0.0,Jaklingo
MXAN337I5E37QN,2552369444600479,dki,Nalar Winarno,F,1982,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-18 05:37:09,B02317P,Masjid Jami Al Makmur 1,-6.189195,106.81549,9.0,2023-04-18 06:07:34,3500.0,Non-BRT
BBIO249L5Q88YC,3563151380900971,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00172,Permata Hijau,-6.221427,106.78325,16,2023-04-18 05:35:59,P00128,Lebak Bulus,-6.289413,106.77415,23.0,2023-04-18 06:08:33,3500.0,BRT
LODZ876H0Y66AE,4846285352667528,dki,Ilyas Rahimah,F,1984,JAK.21,Cililitan - Dwikora,0.0,B00561P,Gg. Siluman Cililitan Besar,-6.264959,106.8747,6,2023-04-18 05:10:16,B02959P,Pos Jaga Utama 2,-6.261242,106.88827,20.0,2023-04-18 05:35:07,0.0,Jaklingo
ODQY842H5G98FA,6563524092020960,dki,Hendra Andriani,M,1992,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B00368P,Flyover Radin Inten 1,-6.216112,106.92439,8,2023-04-18 05:40:33,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22.0,2023-04-18 06:40:28,0.0,Non-BRT
QUEN128W7D45IK,4673419635061948,dki,Martaka Wijaya,M,1989,JAK.54,Grogol - Benhil,0.0,B03824P,Sbr. Jln. Rasamala Dalam,-6.174903,106.80482,24,2023-04-18 06:13:47,B03107P,Roxy Square 2,-6.167221,106.79975,32.0,2023-04-18 06:38:24,0.0,Jaklingo
TYKH809A2Q10SX,4684647405560965,dki,Indra Laksmiwati,M,1987,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B01794P,Kalibata City 1,-6.255951,106.85404,5,2023-04-18 06:12:46,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,9.0,2023-04-18 06:55:39,0.0,Jaklingo
DTPA656M9S38PA,213115245142137,emoney,Estiono Simbolon,F,1994,JAK.80,Rawa Buaya - Rawa Kompeni,1.0,B06119P,Jln. Prima,-6.123869,106.71834,27,2023-04-18 05:30:45,B04437P,Sbr. SMAN 95,-6.126402,106.70406,34.0,2023-04-18 06:03:15,0.0,Jaklingo
RDWA592U8T79GU,4087795255830674,dki,Vera Saputra,M,1991,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B00320P,DPP FPI,-6.194368,106.80536,15,2023-04-18 05:01:23,B01259P,Jln. Kemandoran VII Grogol Utara,-6.209631,106.78344,31.0,2023-04-18 05:39:21,0.0,Jaklingo
LZVN549C7C23RM,4309038731411054,dki,R. Viktor Winarno,F,1999,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02274P,Masjid Assuada,-6.194327,106.90544,11,2023-04-18 05:07:18,B01779P,Jiep 2,-6.192554,106.90569,12.0,2023-04-18 05:55:18,0.0,Non-BRT
KOQQ326K5W80FY,4693229754928686,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,1.0,B01184P,Jln. Kaimun Jaya,-6.292537,106.78705,2,2023-04-18 05:49:28,B00148P,Bintaro Xchange,-6.286813,106.72865,5.0,2023-04-18 06:35:20,20000.0,RoyalTrans
RRDR480W8Z80DZ,2715637868237109,dki,Sutan Bahuwarna Uyainah,M,1996,JAK.23,Senen - Pisangan Baru,0.0,B06427P,Jln. Kemuning Raya 1,-6.197144,106.864674,33,2023-04-18 06:35:23,B06432P,Jln. Rasamala,-6.206328,106.871422,38.0,2023-04-18 07:34:15,0.0,Jaklingo
AOLQ584C6H51DI,3502800039632328,dki,Kamila Puspita,F,2003,6V,Ragunan - Gelora Bung Karno,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,0,2023-04-18 05:13:40,P00024,Buncit Indah,-6.274333,106.83029,11.0,2023-04-18 06:06:33,3500.0,Non-BRT
FFYH007V4S52WG,6515621790318925,dki,Iriana Riyanti,M,1996,JAK.50,Kalideres - Puri Kembangan,0.0,B00465P,Gg. H. Doel Bojong Raya,-6.167321,106.73423,45,2023-04-18 05:47:01,B03828P,Sbr. Jln. Ruby Kembangan Utara,-6.179903,106.73422,52.0,2023-04-18 06:37:03,0.0,Jaklingo
XMSS299Z0Y25YP,4445427212090,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,0.0,P00127,Layur,-6.193539,106.89909,3,2023-04-18 05:46:58,P00269,Velodrome,-6.193468,106.8883,5.0,2023-04-18 06:21:16,3500.0,BRT
EJGF540D4N08KN,5512989045494139,dki,Samsul Iswahyudi,F,2005,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03717P,Sbr. Jln. H. Matasan,-6.317581,106.82484,16,2023-04-18 06:08:25,B01733P,Jatipadang Raya,-6.293986,106.82335,26.0,2023-04-18 07:01:00,0.0,Jaklingo
DHNK178M3R61KD,4433768133150830,dki,Hendra Simbolon,M,1984,JAK.17,Senen - Pulo Gadung,0.0,B00083P,Atrium 1,-6.177759,106.8412,50,2023-04-18 05:57:02,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,53.0,2023-04-18 06:36:35,0.0,Jaklingo
IAPO545K0W63WP,4231995142673,online,Dalima Winarsih,F,2008,5F,Kampung Melayu - Tanah Abang,1.0,B02151P,London School,-6.205065,106.81662,8,2023-04-18 05:39:44,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24.0,2023-04-18 06:21:44,3500.0,Non-BRT
IADV328P5Y96XC,6540672233441260,dki,"Emil Widiastuti, S.Gz",M,1998,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B03368P,SDN Grogol Utara 03,-6.214998,106.7777,36,2023-04-18 06:44:57,B05455P,St. Kebayoran 2,-6.235723,106.78285,47.0,2023-04-18 07:11:40,0.0,Jaklingo
GOPJ713N3C50ON,180030301738141,emoney,Putri Handayani,F,2003,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01310P,Jln. Kuning Tua,-6.164733,106.90996,19,2023-04-18 06:27:24,B00707P,Grii Kelapa Gading,-6.145063,106.90953,29.0,2023-04-18 07:07:03,0.0,Jaklingo
BXQI474U7M45OW,374659960840503,emoney,Luhung Permadi,F,2005,6D,Stasiun Tebet - Karet via Underpass,1.0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,15,2023-04-18 06:46:03,B00221P,Bundaran Senayan 1,-6.227445,106.80187,17.0,2023-04-18 07:07:10,3500.0,Non-BRT
SVCU074Y5C19IW,4578011445781,online,Ir. Usman Megantara,F,1991,JAK.08,Roxy - Benhil,1.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25,2023-04-18 06:20:52,B00816P,ITC Roxy,-6.16737,106.80248,33.0,2023-04-18 07:19:18,0.0,Jaklingo
MOGI479W1C79SF,587537853984,flazz,"Raisa Putra, M.Ak",F,1989,7D,Pancoran - Kampung Rambutan,1.0,B04290P,Sbr. RS Moh Ridwan Meuraksa,-6.294767,106.88167,4,2023-04-18 05:19:46,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,14.0,2023-04-18 06:19:14,3500.0,Non-BRT
LNWU533N9H98DM,3560553042793780,dki,"Danu Pradipta, S.Pd",M,1977,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B04287P,Sbr. RS Mediros,-6.179204,106.90379,9,2023-04-18 06:18:55,B04878P,Simpang Jln. Tarian Raya Barat,-6.170599,106.9099,14.0,2023-04-18 07:13:47,0.0,Jaklingo
EDTT348F9C61PT,180060352930644,emoney,R. Sabrina Megantara,M,1997,11K,Rusun Komarudin - Penggilingan,0.0,P00270,Walikota Jakarta Timur,-6.21254,106.94537,1,2023-04-18 05:49:35,P00169,Penggilingan,-6.214132,106.93961,2.0,2023-04-18 06:10:53,0.0,Non-BRT
DCVC511L4U87NH,4582951929146910,dki,H. Jarwadi Suartini,M,2002,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B01335P,Jln. Madrasah II Sukabumi Selatan,-6.209608,106.78336,18,2023-04-18 06:27:34,B05102P,Simpang Rawa Belong Palmerah Barat,-6.20663,106.78342,20.0,2023-04-18 06:50:21,0.0,Jaklingo
XXJI918P5R93TV,180005992866880,emoney,R.A. Puti Permadi,M,1987,9D,Pasar Minggu - Tanah Abang,0.0,B02541P,Otorita Asahan,-6.223991,106.8159,16,2023-04-18 05:03:41,B02470P,Mja Rawa Bambu,-6.292069,106.84179,44.0,2023-04-18 06:01:39,3500.0,Non-BRT
OPHJ071U3Y86QC,4684821109015770,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,1.0,B04301P,Sbr. RSUD Tanah Abang,-6.191139,106.81506,10,2023-04-18 06:08:04,B05783P,TPU Karet Bivak,-6.201241,106.814,16.0,2023-04-18 06:47:56,3500.0,Non-BRT
WEPX201B7U00ZV,213146091952345,emoney,Raina Kusmawati,F,1996,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,B04112P,Sbr. Mushola Al Hidayah Bukit Duri,-6.222635,106.85527,8,2023-04-18 05:57:40,B05438P,St. Duren Kalibata 2,-6.256023,106.85547,24.0,2023-04-18 06:35:05,0.0,Jaklingo
UFQA991N4S97NX,180062659848800,emoney,Bajragin Usada,M,2008,5,Matraman Baru - Ancol,0.0,P00021,Budi Utomo,-6.166063,106.83906,9,2023-04-18 16:49:46,P00140,Pademangan,-6.133704,106.83164,13.0,2023-04-18 17:50:03,3500.0,BRT
JIHR066X0P17YE,4885331907664776,dki,Gandi Widodo,F,1997,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,B03318P,Sawo Kecik Raya,-6.224852,106.85489,10,2023-04-18 16:50:27,P00235,Stasiun Tebet,-6.225503,106.85814,11.0,2023-04-18 17:57:43,3500.0,Non-BRT
IZDI784O7Y30VK,4996225095064169,dki,Emong Wastuti,F,1992,R1A,Pantai Maju - Kota,1.0,B02389P,Mayang Permai,-6.116421,106.75963,30,2023-04-18 16:17:13,B04990P,Simpang Mandara Permai 2,-6.116512,106.75622,31.0,2023-04-18 17:14:01,3500.0,Non-BRT
MBJN987F7X18ZK,639099174703,flazz,Surya Wacana,F,1978,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,B02947P,Pool Taksi,-6.188631,106.93426,7,2023-04-18 16:50:53,B02548P,Pajak Dan Retribusi Cakung,-6.205256,106.9312,18.0,2023-04-18 18:18:51,3500.0,Non-BRT
DRTO718S9U99YM,570928206772,flazz,Embuh Mardhiyah,M,1982,12,Tanjung Priok - Pluit,1.0,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,15,2023-04-18 16:36:43,P00272,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,17.0,2023-04-18 17:55:25,3500.0,BRT
LCIJ138M3Y62NV,2251412124634980,dki,Tirta Siregar,F,1993,1T,Cibubur - Balai Kota,1.0,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,2023-04-18 16:36:02,B02873P,Plaza Sentral,-6.216247,106.81676,12.0,2023-04-18 17:43:14,20000.0,RoyalTrans
GIYN826B6Y60EL,213155822653833,emoney,"R. Devi Hariyah, S.T.",M,1974,JAK.18,Kalibata - Kuningan,1.0,B01567P,Jln. Sawo III,-6.216545,106.84427,10,2023-04-18 17:23:53,B02230P,Masjid Al Barakah Assyafiiyah,-6.220472,106.8508,15.0,2023-04-18 18:55:44,0.0,Jaklingo
LALR507H8J79ID,3587341902618993,dki,Darmanto Rajasa,F,1991,JAK.03,Lebak Bulus - Andara,0.0,B01204P,Jln. Karang Tengah Raya,-6.309964,106.78105,11,2023-04-18 16:12:29,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665,22.0,2023-04-18 17:50:23,0.0,Jaklingo
PJGE879N4U03GI,6510013988638519,dki,"Cagak Maheswara, S.Sos",F,1992,B14,Bekasi Barat - Kuningan,0.0,B01963P,Kemenkes 2,-6.2287,106.83302,8,2023-04-18 17:56:18,B04686P,Setiabudi Utara 2,-6.207513,106.8294,15.0,2023-04-18 19:16:20,20000.0,RoyalTrans
XCPJ244F5N88UW,3580401035990896,dki,"T. Dadap Pradana, M.Ak",M,2004,1Q,Rempoa - Blok M,1.0,B05642P,Taman Puring 2,-6.242596,106.78793,8,2023-04-18 16:50:55,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,20.0,2023-04-18 18:19:15,3500.0,Non-BRT
GITU351F8C20ZF,5541851157087967,dki,"Oskar Widiastuti, S.Farm",F,1997,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,B01786P,JPO Blok E,-6.184738,106.81492,29,2023-04-18 16:45:00,B00159P,Blok F,-6.188552,106.81249,31.0,2023-04-18 18:43:48,3500.0,Non-BRT
FUEE487P6F50TZ,347204308990092,emoney,R.M. Labuh Laksmiwati,F,1984,M7B,BKN - Blok M,0.0,B01795P,Kalibata City 2,-6.255816,106.85237,7,2023-04-18 16:34:14,P00254,Tendean,-6.240213,106.83102,20.0,2023-04-18 17:38:57,3500.0,BRT
KHEA741O0N01XA,3536759468239783,dki,Shakila Maryadi,F,1988,9A,PGC 2 - Grogol 2,0.0,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,5,2023-04-18 16:18:10,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,9.0,2023-04-18 17:14:57,3500.0,Non-BRT
TVRQ252K6M20IS,6575130739600630,dki,Danuja Usada,F,2002,4,Pulo Gadung 2 - Tosari,0.0,P00188,Pramuka BPKP,-6.192192,106.87401,5,2023-04-18 17:01:50,P00135,Matraman 2,-6.19891,106.8545,9.0,2023-04-18 18:07:24,3500.0,BRT
RYMZ120D8Z18PB,4056836188316,online,Nadine Utami,M,1975,JAK.46,Pasar Minggu - Jagakarsa,0.0,B01591P,Jln. SMP 175,-6.319534,106.82512,15,2023-04-18 16:57:13,B03539P,Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863,27.0,2023-04-18 18:46:34,0.0,Jaklingo
LAGX693A0R64JB,4532407180860336,dki,H. Lutfan Nurdiyanti,M,2011,S22,Ciputat - Kampung Rambutan,1.0,B03033P,Pusdiklat Kemenag 2,-6.312209,106.75252,20,2023-04-18 17:47:52,B02919P,Pom Bensin Ciputat,-6.321313,106.74627,22.0,2023-04-18 19:27:26,3500.0,Non-BRT
FOXV289Q7C17MI,4556326832434362836,brizzi,Sari Nababan,F,2004,13,Ciledug - Tendean,0.0,P00096,JORR,-6.236104,106.75488,3,2023-04-18 16:42:23,P00044,CSW 1,-6.23994,106.79843,10.0,2023-04-18 17:45:53,3500.0,BRT
LQFW962Z4K23XP,4969284110642,online,"Hj. Ophelia Haryanti, S.Sos",M,2002,9E,Kebayoran Lama - Jelambar,0.0,B01792P,Juraganan,-6.220342,106.79119,6,2023-04-18 16:57:09,P00190,Ps. Palmerah,-6.207817,106.79695,11.0,2023-04-18 18:07:00,3500.0,Non-BRT
DLVM635K4Q66QB,502034641014,flazz,"Adikara Kurniawan, S.Sos",M,2003,M9,Pinang Ranti - Pluit,0.0,P00090,Jembatan Dua,-6.143279,106.79352,21,2023-04-18 17:09:21,P00181,Pluit,-6.115795,106.79037,24.0,2023-04-18 18:57:59,3500.0,BRT
NVGA553W4Q10BN,5430018591726410,dki,Karna Waskita,M,1981,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05970P,SMA 40,-6.13136,106.84143,12,2023-04-18 16:42:45,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-18 18:42:39,0.0,Jaklingo
JEXK825S2Z80EZ,378872365541693,emoney,Aslijan Irawan,F,2009,T11,Poris Plawad - Bundaran Senayan,0.0,B02871P,Plaza Senayan 1,-6.224748,106.798376,23,2023-04-18 16:55:10,B04674P,Senayan City,-6.227767,106.798089,24.0,2023-04-18 18:41:43,3500.0,Non-BRT
ETDZ239P4N59KU,343851798729291,emoney,Garang Utama,F,1997,JAK.16,Cililitan - Condet,1.0,B03038P,Puskesmas Balekambang,-6.284147,106.85164,14,2023-04-18 16:22:47,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-18 17:34:18,0.0,Jaklingo
WHYX898U9T26CG,676293109036,flazz,Fathonah Saefullah,M,1983,6V,Ragunan - Gelora Bung Karno,1.0,P00228,SMK 57,-6.290967,106.82365,14,2023-04-18 17:14:08,P00199,Ragunan,-6.305769,106.81949,16.0,2023-04-18 18:22:57,3500.0,Non-BRT
DIJD791P3Y00IM,213191293100137,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,P00086,Jatinegara RS Premier,-6.221412,106.86807,2,2023-04-18 16:43:01,B00767P,Hero Basuki Rahmat,-6.22764,106.88296,6.0,2023-04-18 18:08:38,3500.0,Non-BRT
RJPV702I4C43BM,2295833910329055,dki,Taufik Farida,F,1981,JAK.02,Kampung Melayu - Duren Sawit,1.0,B02339P,Masjid Jami Attaubah 2,-6.231559,106.87297,29,2023-04-18 16:18:11,B05706P,Term. Kampung Melayu,-6.224804,106.86697,36.0,2023-04-18 17:53:19,0.0,Jaklingo
BVSA717D4W07OT,4968156435384914,dki,Martana Suartini,F,2007,11,Pulo Gebang - Matraman,1.0,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227,4,2023-04-18 16:29:01,P00234,Stasiun Klender,-6.213532,106.89866,6.0,2023-04-18 18:23:14,3500.0,BRT
SMZJ038D1P12QR,676367323901,flazz,Eluh Nugroho,F,2011,1C,Pesanggrahan - Blok M,1.0,B04684P,Seskoal 1,-6.238155,106.77231,11,2023-04-18 17:46:09,B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529,37.0,2023-04-18 19:08:40,3500.0,Non-BRT
YHBB263R4Y35WJ,4384653483539395,dki,"Cut Hana Maulana, S.H.",F,1979,3B,Rusun Flamboyan - Cengkareng,1.0,B04136P,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,2023-04-18 17:15:29,B00192P,BSI Cengkareng,-6.147973,106.72781,3.0,2023-04-18 19:15:12,0.0,Non-BRT
VRTA652G1X66MS,213155309116759,emoney,Tgk. Ilsa Farida,M,1983,R1A,Pantai Maju - Kota,1.0,B01680P,Jln. Tiang Bendera III,-6.134768,106.80901,5,2023-04-18 16:59:59,B03165P,RS PIK 2,-6.112549,106.75264,33.0,2023-04-18 18:57:51,3500.0,Non-BRT
ZBDK864N1K94OC,4682220924642,online,"Drs. Nadia Ramadan, S.Sos",M,1960,M1,Blok M - Kota,1.0,P00256,MH Thamrin,-6.188149,106.82299,10,2023-04-18 17:33:08,P00261,Tosari,-6.196892,106.82309,12.0,2023-04-18 18:36:24,3500.0,BRT
OKFB914D0J86QV,3589380857722689,dki,drg. Lukman Hidayanto,M,1995,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03746P,Sbr. Jln. Kebagusan III,-6.309188,106.827,19,2023-04-18 16:52:03,B01965P,Kementan,-6.294976,106.82448,25.0,2023-04-18 18:20:50,0.0,Jaklingo
AXBA426N3P03ZL,4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001,7E,Kampung Rambutan - Ragunan,1.0,B01062P,Jln. Gabus Raya,-6.301222,106.83623,7,2023-04-18 16:27:22,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16.0,2023-04-18 18:22:13,3500.0,Non-BRT
IHGX580G1K88KD,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,1.0,B00113P,Bank Indonesia 2,-6.182667,106.82275,18,2023-04-18 16:17:25,B05442P,St. Gambir 2,-6.17568,106.8307,25.0,2023-04-18 17:36:06,3500.0,Non-BRT
